bill_uid,state_code,state,identifier,chamber,title,classification,furthest_stage,lifecycle_state,primary_sponsor,primary_sponsor_party,subjects,first_action_date,latest_action_date,source_count,sources,state_population,is_enacted,reached_passed_chamber,days_active,days_since_last_action,primary_topic
CO:2026:HB1001,CO,Colorado,HB 1001,House,Housing Developments on Qualifying Properties,bill,enacted,enacted,,,,,2026-03-25,1,legiscan,5900000,1,1,,103,
CO:2026:HB1002,CO,Colorado,HB 1002,House,Provider Participation in Health Insurance,bill,enacted,enacted,,,,,2026-04-27,1,legiscan,5900000,1,1,,70,
CO:2026:HB1003,CO,Colorado,HB 1003,House,Small Business Recovery Modifications,bill,enacted,enacted,,,,,2026-05-29,1,legiscan,5900000,1,1,,38,
CO:2026:HB1004,CO,Colorado,HB 1004,House,Continuation of Child Care Contribution Tax Credit,bill,enacted,enacted,,,,,2026-05-28,1,legiscan,5900000,1,1,,39,
CO:2026:HB1005,CO,Colorado,HB 1005,House,Worker Protection Collective Bargaining,bill,passed_chamber,dead,,,,,2026-05-28,1,legiscan,5900000,0,1,,39,
CO:2026:HB1006,CO,Colorado,HB 1006,House,Thriving Institution Designations for Higher Education,bill,enacted,enacted,,,,,2026-06-01,1,legiscan,5900000,1,1,,35,
CO:2026:HB1007,CO,Colorado,HB 1007,House,Improve Customer Use Distributed Energy Resources,bill,enacted,enacted,,,,,2026-05-07,1,legiscan,5900000,1,1,,60,
CO:2026:HB1008,CO,Colorado,HB 1008,House,Colorado Outdoor Opportunities Act,bill,enacted,enacted,,,,,2026-05-27,1,legiscan,5900000,1,1,,40,
CO:2026:HB1009,CO,Colorado,HB 1009,House,Colorado Mandatory Lethality Assessment Act,bill,enacted,enacted,,,,,2026-06-03,1,legiscan,5900000,1,1,,33,
CO:2026:HB1010,CO,Colorado,HB 1010,House,Older Adult Support &amp; Representation in Workforce,bill,enacted,enacted,J. Jackson,,Labor & Employment,2026-01-14,2026-06-02,2,"legiscan,openstates",5900000,1,1,139.0,34,Labor & Employment
CO:2026:HB1011,CO,Colorado,HB 1011,House,Transfers of Certain Pet Animals,bill,enacted,enacted,,,,,2026-04-29,1,legiscan,5900000,1,1,,68,
CO:2026:HB1012,CO,Colorado,HB 1012,House,Consumer Protections to Promote Fair Market Pricing,bill,in_committee,dead,,,,,2026-03-03,1,legiscan,5900000,0,0,,125,
CO:2026:HB1013,CO,Colorado,HB 1013,House,Ratio Utility Billing Systems,bill,enacted,enacted,,,,,2026-03-26,1,legiscan,5900000,1,1,,102,
CO:2026:HB1014,CO,Colorado,HB 1014,House,Extend Colorado Job Growth Incentive Tax Credit,bill,enacted,enacted,,,,,2026-05-29,1,legiscan,5900000,1,1,,38,
CO:2026:HB1015,CO,Colorado,HB 1015,House,Colorado Homeless Contribution Tax Credit Extension,bill,enacted,enacted,,,,,2026-06-02,1,legiscan,5900000,1,1,,34,
CO:2026:HB1016,CO,Colorado,HB 1016,House,Continuation of Open Educational Resources Program,bill,enacted,enacted,,,,,2026-06-01,1,legiscan,5900000,1,1,,35,
CO:2026:HB1017,CO,Colorado,HB 1017,House,Criminal Restitution Prohibited for Insurers,bill,enacted,enacted,,,,,2026-04-02,1,legiscan,5900000,1,1,,95,
CO:2026:HB1018,CO,Colorado,HB 1018,House,Long-term Care Services for Nursing Home Residents,bill,in_committee,dead,,,,,2026-05-14,1,legiscan,5900000,0,0,,53,
CO:2026:HB1019,CO,Colorado,HB 1019,House,Kidney Screening Mandatory Preventive Coverage,bill,enacted,enacted,,,,,2026-05-26,1,legiscan,5900000,1,1,,41,
CO:2026:HB1020,CO,Colorado,HB 1020,House,Colorimetric Field Drug Tests in Drug Possessions,bill,enacted,enacted,,,,,2026-03-26,1,legiscan,5900000,1,1,,102,
CO:2026:HB1021,CO,Colorado,HB 1021,House,Second Amendment Protection Act,bill,in_committee,dead,,,,,2026-02-17,1,legiscan,5900000,0,0,,139,
CO:2026:HB1022,CO,Colorado,HB 1022,House,Jury Duty Opt-Out for People 72 Years or Older,bill,in_committee,dead,,,,,2026-05-14,1,legiscan,5900000,0,0,,53,
CO:2026:HB1023,CO,Colorado,HB 1023,House,Political Party Liability for Accessibility Requirements,bill,enacted,enacted,,,,,2026-04-27,1,legiscan,5900000,1,1,,70,
CO:2026:HB1024,CO,Colorado,HB 1024,House,Raising Age of Voluntary Relinquishment of Child,bill,enacted,enacted,,,,,2026-04-27,1,legiscan,5900000,1,1,,70,
CO:2026:HB1025,CO,Colorado,HB 1025,House,Exempt Auctioneers Charitable Solicitation Requirements,bill,enacted,enacted,,,,,2026-03-27,1,legiscan,5900000,1,1,,101,
CO:2026:HB1026,CO,Colorado,HB 1026,House,Expanding Plan Options for PERA,bill,enacted,enacted,,,,,2026-06-01,1,legiscan,5900000,1,1,,35,
CO:2026:HB1027,CO,Colorado,HB 1027,House,Board of Cooperative Services Definition &amp; Executive Director,bill,enacted,enacted,,,,,2026-03-12,1,legiscan,5900000,1,1,,116,
CO:2026:HB1028,CO,Colorado,HB 1028,House,Second Language Educational Program for High School Students,bill,enacted,enacted,,,,,2026-06-02,1,legiscan,5900000,1,1,,34,
CO:2026:HB1029,CO,Colorado,HB 1029,House,Student Representation Commission on Higher Education,bill,enacted,enacted,M. Carter,,Higher Education,2026-01-14,2026-06-02,2,"legiscan,openstates",5900000,1,1,139.0,34,Higher Education
CO:2026:HB1030,CO,Colorado,HB 1030,House,Data Center &amp; Utility Modernization,bill,in_committee,dead,,,,,2026-05-07,1,legiscan,5900000,0,0,,60,
CO:2026:HB1031,CO,Colorado,HB 1031,House,Protections for Agricultural Products Grown in Colorado,bill,enacted,enacted,,,,,2026-04-08,1,legiscan,5900000,1,1,,89,
CO:2026:HB1032,CO,Colorado,HB 1032,House,Fallen Firefighter Special License Plate,bill,in_committee,dead,,,,,2026-05-14,1,legiscan,5900000,0,0,,53,
CO:2026:HB1033,CO,Colorado,HB 1033,House,Expanding the Colorado Cottage Foods Act,bill,enacted,enacted,M. Duran,,Agriculture|Health Care & Health Insurance,2026-01-14,2026-06-04,2,"legiscan,openstates",5900000,1,1,141.0,32,Agriculture
CO:2026:HB1034,CO,Colorado,HB 1034,House,Modifications to Standards for Irrigation Equipment,bill,enacted,enacted,,,,,2026-05-04,1,legiscan,5900000,1,1,,63,
CO:2026:HB1035,CO,Colorado,HB 1035,House,Enactment of Colorado Revised Statutes 2025,bill,enacted,enacted,,,,,2026-03-26,1,legiscan,5900000,1,1,,102,
CO:2026:HB1036,CO,Colorado,HB 1036,House,Local Taxes on Vacant Residential Property,bill,in_committee,dead,,,,,2026-02-09,1,legiscan,5900000,0,0,,147,
CO:2026:HB1037,CO,Colorado,HB 1037,House,Ban Government Purchase of Personal Data from Third Party,bill,in_committee,dead,,,,,2026-04-22,1,legiscan,5900000,0,0,,75,
CO:2026:HB1038,CO,Colorado,HB 1038,House,County Commissioner Redistricting,bill,enacted,enacted,,,,,2026-06-04,1,legiscan,5900000,1,1,,32,
CO:2026:HB1039,CO,Colorado,HB 1039,House,Adding Municipal Jails to County Jail Oversight Requirements,bill,enacted,enacted,,,,,2026-04-27,1,legiscan,5900000,1,1,,70,
CO:2026:HB1040,CO,Colorado,HB 1040,House,Sterilization Rights of Person with Disabilities,bill,enacted,enacted,,,,,2026-03-27,1,legiscan,5900000,1,1,,101,
CO:2026:HB1041,CO,Colorado,HB 1041,House,Electronic Vehicle Records,bill,enacted,enacted,,,,,2026-03-26,1,legiscan,5900000,1,1,,102,
CO:2026:HB1042,CO,Colorado,HB 1042,House,Dry Needling by Occupational Therapists,bill,enacted,enacted,,,,,2026-04-02,1,legiscan,5900000,1,1,,95,
CO:2026:HB1043,CO,Colorado,HB 1043,House,Transportation Network Company Discriminatory Practices,bill,enacted,enacted,,,,,2026-06-01,1,legiscan,5900000,1,1,,35,
CO:2026:HB1044,CO,Colorado,HB 1044,House,Measures to Improve Black Maternal Health Equity,bill,enacted,enacted,,,,,2026-05-05,1,legiscan,5900000,1,1,,62,
CO:2026:HB1045,CO,Colorado,HB 1045,House,Disabilities Housing Protections,bill,enacted,enacted,,,,,2026-05-28,1,legiscan,5900000,1,1,,39,
CO:2026:HB1046,CO,Colorado,HB 1046,House,Regulate Earned-Wage Access Services,bill,in_committee,dead,,,,,2026-05-14,1,legiscan,5900000,0,0,,53,
CO:2026:HB1047,CO,Colorado,HB 1047,House,Protections for Residential Tenants,bill,in_committee,dead,,,,,2026-02-24,1,legiscan,5900000,0,0,,132,
CO:2026:HB1048,CO,Colorado,HB 1048,House,Back-to-School Sales Tax Holiday,bill,in_committee,dead,,,,,2026-05-14,1,legiscan,5900000,0,0,,53,
CO:2026:HB1049,CO,Colorado,HB 1049,House,Prohibit Use of Personally Identifying Feature,bill,in_committee,dead,,,,,2026-02-12,1,legiscan,5900000,0,0,,144,
CO:2026:HB1050,CO,Colorado,HB 1050,House,Optional Individualized Readiness Plan for School,bill,enacted,enacted,,,,,2026-05-04,1,legiscan,5900000,1,1,,63,
CO:2026:HB1051,CO,Colorado,HB 1051,House,Continue Microgrid Community Resilience Grant Program,bill,enacted,enacted,,,,,2026-05-29,1,legiscan,5900000,1,1,,38,
CO:2026:HB1052,CO,Colorado,HB 1052,House,Rights for Victims of Certain Crimes,bill,enacted,enacted,R. Stewart,,"Crimes, Corrections, & Enforcement",2026-01-14,2026-06-03,2,"legiscan,openstates",5900000,1,1,140.0,33,"Crimes, Corrections, & Enforcement"
CO:2026:HB1053,CO,Colorado,HB 1053,House,Motor Vehicle Regulation Administration,bill,enacted,enacted,T. Mauro,,Local Government|State Government|Transportation & Motor Vehicles,2026-01-14,2026-06-03,2,"legiscan,openstates",5900000,1,1,140.0,33,Local Government
CO:2026:HB1054,CO,Colorado,HB 1054,House,Protections for Worker Safety,bill,passed_chamber,active,,,,,2026-05-13,1,legiscan,5900000,0,1,,54,
CO:2026:HB1055,CO,Colorado,HB 1055,House,My Colorado Card Pilot Program,bill,in_committee,dead,,,,,2026-05-14,1,legiscan,5900000,0,0,,53,
CO:2026:HB1056,CO,Colorado,HB 1056,House,Prescription Drug Benefit Information Transparency,bill,in_committee,dead,,,,,2026-02-17,1,legiscan,5900000,0,0,,139,
CO:2026:HB1057,CO,Colorado,HB 1057,House,Veteran Disability License Plates &amp; Taxes &amp; Fees,bill,in_committee,dead,,,,,2026-05-14,1,legiscan,5900000,0,0,,53,
CO:2026:HB1058,CO,Colorado,HB 1058,House,Protections for Minors Featured in Digital Content,bill,enacted,enacted,,,,,2026-05-04,1,legiscan,5900000,1,1,,63,
CO:2026:HB1059,CO,Colorado,HB 1059,House,Cost Recovery Cash Fund Consolidation,bill,enacted,enacted,,,,,2026-05-29,1,legiscan,5900000,1,1,,38,
CO:2026:HB1060,CO,Colorado,HB 1060,House,Expand Criminal Jurisdiction for Out-of-State Conduct,bill,in_committee,dead,,,,,2026-03-04,1,legiscan,5900000,0,0,,124,
CO:2026:HB1061,CO,Colorado,HB 1061,House,Community Integration Housing Tax Credits,bill,in_committee,dead,,,,,2026-03-25,1,legiscan,5900000,0,0,,103,
CO:2026:HB1062,CO,Colorado,HB 1062,House,Expand Deduction for Retirement Benefits,bill,in_committee,dead,,,,,2026-02-09,1,legiscan,5900000,0,0,,147,
CO:2026:HB1063,CO,Colorado,HB 1063,House,Treating People with Behavioral Health Disorder,bill,enacted,enacted,M. Bradfield,,Courts & Judicial|Health Care & Health Insurance,2026-01-14,2026-06-02,2,"legiscan,openstates",5900000,1,1,139.0,34,Courts & Judicial
CO:2026:HB1064,CO,Colorado,HB 1064,House,Youthful Offender System Updates,bill,enacted,enacted,,,,,2026-03-26,1,legiscan,5900000,1,1,,102,
CO:2026:HB1065,CO,Colorado,HB 1065,House,Transit and Housing Investment Zones,bill,enacted,enacted,,,,,2026-05-27,1,legiscan,5900000,1,1,,40,
CO:2026:HB1066,CO,Colorado,HB 1066,House,Tax Exemptions Low Income Rental Property Development,bill,in_committee,dead,,,,,2026-05-14,1,legiscan,5900000,0,0,,53,
CO:2026:HB1067,CO,Colorado,HB 1067,House,Diseased Livestock Indemnity Fund,bill,enacted,enacted,,,,,2026-03-24,1,legiscan,5900000,1,1,,104,
CO:2026:HB1068,CO,Colorado,HB 1068,House,Remote Participation Policies for Joint Committees,bill,enacted,enacted,,,,,2026-03-26,1,legiscan,5900000,1,1,,102,
CO:2026:HB1069,CO,Colorado,HB 1069,House,Availability of Emergency Medical Services,bill,enacted,enacted,,,,,2026-06-02,1,legiscan,5900000,1,1,,34,
CO:2026:HB1070,CO,Colorado,HB 1070,House,Third-Party Network Agreements for Dental Services,bill,enacted,enacted,,,,,2026-04-13,1,legiscan,5900000,1,1,,84,
CO:2026:HB1071,CO,Colorado,HB 1071,House,Local Government Vehicle Identification System on Interstate Highways,bill,passed_chamber,active,,,,,2026-04-21,1,legiscan,5900000,0,1,,76,
CO:2026:HB1072,CO,Colorado,HB 1072,House,Right to Firearm Possession &amp; Elimination of Extreme Risk Protection Orders,bill,in_committee,dead,,,,,2026-03-02,1,legiscan,5900000,0,0,,126,
CO:2026:HB1073,CO,Colorado,HB 1073,House,Limitations on Bills Introduced by General Assembly Members,bill,in_committee,dead,,,,,2026-02-09,1,legiscan,5900000,0,0,,147,
CO:2026:HB1074,CO,Colorado,HB 1074,House,90 Day Legislative Session,bill,in_committee,dead,,,,,2026-02-09,1,legiscan,5900000,0,0,,147,
CO:2026:HB1075,CO,Colorado,HB 1075,House,Child Welfare Prevention Services Funding,bill,enacted,enacted,,,,,2026-05-29,1,legiscan,5900000,1,1,,38,
CO:2026:HB1076,CO,Colorado,HB 1076,House,Transportation Statutory Clean-Up,bill,enacted,enacted,,,,,2026-06-01,1,legiscan,5900000,1,1,,35,
CO:2026:HB1077,CO,Colorado,HB 1077,House,Average Market Rate of Unprocessed Retail Marijuana,bill,enacted,enacted,R. Gonzalez,,"Liquor, Tobacco, & Marijuana",2026-02-02,2026-06-03,2,"legiscan,openstates",5900000,1,1,121.0,33,"Liquor, Tobacco, & Marijuana"
CO:2026:HB1078,CO,Colorado,HB 1078,House,Off-Campus Courses &amp; Concurrent Enrollment Programs,bill,enacted,enacted,,,,,2026-06-01,1,legiscan,5900000,1,1,,35,
CO:2026:HB1079,CO,Colorado,HB 1079,House,Drive Motorcycle Written Permission,bill,enacted,enacted,,,,,2026-05-26,1,legiscan,5900000,1,1,,41,
CO:2026:HB1080,CO,Colorado,HB 1080,House,County Mail Ballot Signature Verification Requirements,bill,introduced,active,,,,,2026-04-29,1,legiscan,5900000,0,0,,68,
CO:2026:HB1081,CO,Colorado,HB 1081,House,Optimize Colorado Electric Transmission System,bill,enacted,enacted,,,,,2026-05-29,1,legiscan,5900000,1,1,,38,
CO:2026:HB1082,CO,Colorado,HB 1082,House,Children Are Not for Sale Act,bill,in_committee,dead,,,,,2026-02-10,1,legiscan,5900000,0,0,,146,
CO:2026:HB1083,CO,Colorado,HB 1083,House,Protect Female Sports Act,bill,in_committee,dead,,,,,2026-03-09,1,legiscan,5900000,0,0,,119,
CO:2026:HB1084,CO,Colorado,HB 1084,House,Voter Transparency in Ballot Measures,bill,enacted,enacted,,,,,2026-06-03,1,legiscan,5900000,1,1,,33,
CO:2026:HB1085,CO,Colorado,HB 1085,House,Offer Pregnant Person Do Not Abort Form,bill,in_committee,dead,,,,,2026-02-25,1,legiscan,5900000,0,0,,131,
CO:2026:HB1086,CO,Colorado,HB 1086,House,Adjust Subdivision Access to State Highway System,bill,in_committee,dead,,,,,2026-02-17,1,legiscan,5900000,0,0,,139,
CO:2026:HB1087,CO,Colorado,HB 1087,House,Safeguard Minors from Sex-Altering Interventions,bill,in_committee,dead,,,,,2026-02-18,1,legiscan,5900000,0,0,,138,
CO:2026:HB1088,CO,Colorado,HB 1088,House,Business Entity Filing Secretary of State,bill,enacted,enacted,,,,,2026-05-29,1,legiscan,5900000,1,1,,38,
CO:2026:HB1089,CO,Colorado,HB 1089,House,Uniform Mortgage Modification Act,bill,enacted,enacted,,,,,2026-03-02,1,legiscan,5900000,1,1,,126,
CO:2026:HB1090,CO,Colorado,HB 1090,House,Teacher Licensing Requirements,bill,enacted,enacted,,,,,2026-04-20,1,legiscan,5900000,1,1,,77,
CO:2026:HB1091,CO,Colorado,HB 1091,House,Homeowner's Insurance Data Privacy Protections,bill,in_committee,dead,,,,,2026-03-11,1,legiscan,5900000,0,0,,117,
CO:2026:HB1092,CO,Colorado,HB 1092,House,Licensed Midwife Public Health Facility Privileges,bill,in_committee,dead,,,,,2026-03-24,1,legiscan,5900000,0,0,,104,
CO:2026:HB1093,CO,Colorado,HB 1093,House,College Opportunity Fund Working Group,bill,in_committee,dead,,,,,2026-03-04,1,legiscan,5900000,0,0,,124,
CO:2026:HB1094,CO,Colorado,HB 1094,House,Proposed Guidance Policies Developed by Colorado Department of Education,bill,in_committee,dead,,,,,2026-02-26,1,legiscan,5900000,0,0,,130,
CO:2026:HB1095,CO,Colorado,HB 1095,House,Digital Publication for Legal Notice,bill,enacted,enacted,,,,,2026-05-19,1,legiscan,5900000,1,1,,48,
CO:2026:HB1096,CO,Colorado,HB 1096,House,Colorado Medicaid Access to Primary Care Services,bill,in_committee,dead,,,,,2026-04-02,1,legiscan,5900000,0,0,,95,
CO:2026:HB1097,CO,Colorado,HB 1097,House,Register &amp; Drive Surplus Military Vehicles,bill,in_committee,dead,,,,,2026-02-17,1,legiscan,5900000,0,0,,139,
CO:2026:HB1098,CO,Colorado,HB 1098,House,Public Trustee Act Foreclosure Procedures,bill,enacted,enacted,,,,,2026-05-04,1,legiscan,5900000,1,1,,63,
CO:2026:HB1099,CO,Colorado,HB 1099,House,Protect Financial Condition of Homeowners Associations,bill,enacted,enacted,,,,,2026-04-13,1,legiscan,5900000,1,1,,84,
CO:2026:HB1100,CO,Colorado,HB 1100,House,Guardianship for Incapacitated Adults,bill,enacted,enacted,,,,,2026-05-29,1,legiscan,5900000,1,1,,38,
CO:2026:HB1101,CO,Colorado,HB 1101,House,Criminal Offenses Related to Critical Infrastructure Metals,bill,enacted,enacted,,,,,2026-05-07,1,legiscan,5900000,1,1,,60,
CO:2026:HB1102,CO,Colorado,HB 1102,House,Funding for Colorado DRIVES Account,bill,enacted,enacted,,,,,2026-06-01,1,legiscan,5900000,1,1,,35,
CO:2026:HB1103,CO,Colorado,HB 1103,House,Report Child Sexual Assault &amp; Courtroom Testimony,bill,enacted,enacted,,,,,2026-05-04,1,legiscan,5900000,1,1,,63,
CO:2026:HB1104,CO,Colorado,HB 1104,House,Credit Agency Voter Address Verification,bill,in_committee,dead,,,,,2026-02-23,1,legiscan,5900000,0,0,,133,
CO:2026:HB1105,CO,Colorado,HB 1105,House,Discuss Adoption Information with Pregnant Persons,bill,in_committee,dead,,,,,2026-03-10,1,legiscan,5900000,0,0,,118,
CO:2026:HB1106,CO,Colorado,HB 1106,House,Eviction Protections for Tenants,bill,in_committee,dead,,,,,2026-03-24,1,legiscan,5900000,0,0,,104,
CO:2026:HB1107,CO,Colorado,HB 1107,House,Health Care in Regulated Facilities,bill,enacted,enacted,,,,,2026-05-04,1,legiscan,5900000,1,1,,63,
CO:2026:HB1108,CO,Colorado,HB 1108,House,Colorado Bureau of Investigation Access Federal Fingerprint Search Service,bill,in_committee,dead,,,,,2026-02-24,1,legiscan,5900000,0,0,,132,
CO:2026:HB1109,CO,Colorado,HB 1109,House,Sign Language Consumer Protection Study,bill,enacted,enacted,,,,,2026-06-02,1,legiscan,5900000,1,1,,34,
CO:2026:HB1110,CO,Colorado,HB 1110,House,Vulnerable Adult Financial Exploitation Banking,bill,enacted,enacted,,,,,2026-05-26,1,legiscan,5900000,1,1,,41,
CO:2026:HB1111,CO,Colorado,HB 1111,House,Pesticide Product Disposal &amp; Container Recycling,bill,enacted,enacted,,,,,2026-05-26,1,legiscan,5900000,1,1,,41,
CO:2026:HB1112,CO,Colorado,HB 1112,House,Regulation of Underground Injection Control Wells,bill,in_committee,dead,,,,,2026-05-12,1,legiscan,5900000,0,0,,55,
CO:2026:HB1113,CO,Colorado,HB 1113,House,Modifications to Elections,bill,enacted,enacted,,,,,2026-06-01,1,legiscan,5900000,1,1,,35,
CO:2026:HB1114,CO,Colorado,HB 1114,House,Allowed Minimum Lot Size for Subject Jurisdictions,bill,in_committee,dead,,,,,2026-04-23,1,legiscan,5900000,0,0,,74,
CO:2026:HB1115,CO,Colorado,HB 1115,House,Prepaid Wireless Telecom Services Modifications,bill,enacted,enacted,,,,,2026-03-26,1,legiscan,5900000,1,1,,102,
CO:2026:HB1116,CO,Colorado,HB 1116,House,Process for People with Behavioral Health Disorder,bill,enacted,enacted,,,,,2026-06-04,1,legiscan,5900000,1,1,,32,
CO:2026:HB1117,CO,Colorado,HB 1117,House,Temporary Marijuana Hospitality Permit,bill,in_committee,dead,,,,,2026-05-07,1,legiscan,5900000,0,0,,60,
CO:2026:HB1118,CO,Colorado,HB 1118,House,Colorado Ireland Trade Commission,bill,in_committee,dead,,,,,2026-02-26,1,legiscan,5900000,0,0,,130,
CO:2026:HB1119,CO,Colorado,HB 1119,House,Authority for Different Mill Levy Rates,bill,in_committee,dead,,,,,2026-04-16,1,legiscan,5900000,0,0,,81,
CO:2026:HB1120,CO,Colorado,HB 1120,House,Mobile Home Property Taxation,bill,enacted,enacted,,,,,2026-06-01,1,legiscan,5900000,1,1,,35,
CO:2026:HB1121,CO,Colorado,HB 1121,House,Public Accessibility of Emissions Records,bill,in_committee,dead,,,,,2026-02-26,1,legiscan,5900000,0,0,,130,
CO:2026:HB1122,CO,Colorado,HB 1122,House,Mandatory Coverage Hormone Replacement Therapy,bill,in_committee,dead,,,,,2026-02-24,1,legiscan,5900000,0,0,,132,
CO:2026:HB1123,CO,Colorado,HB 1123,House,Preventing Sexual Abuse in Jails,bill,enacted,enacted,,,,,2026-05-27,1,legiscan,5900000,1,1,,40,
CO:2026:HB1124,CO,Colorado,HB 1124,House,Electrical Generation &amp; Distribution Resiliency,bill,in_committee,dead,,,,,2026-03-05,1,legiscan,5900000,0,0,,123,
CO:2026:HB1125,CO,Colorado,HB 1125,House,Parent Penalties Minor Using Electric Bicycle,bill,in_committee,dead,,,,,2026-03-04,1,legiscan,5900000,0,0,,124,
CO:2026:HB1126,CO,Colorado,HB 1126,House,Requirements for Firearms Dealers,bill,enacted,enacted,,,,,2026-06-02,1,legiscan,5900000,1,1,,34,
CO:2026:HB1127,CO,Colorado,HB 1127,House,Reporting After Fatal Car Crash,bill,enacted,enacted,,,,,2026-05-04,1,legiscan,5900000,1,1,,63,
CO:2026:HB1128,CO,Colorado,HB 1128,House,Limitation on Gender Transition Procedure Claims,bill,in_committee,dead,,,,,2026-03-09,1,legiscan,5900000,0,0,,119,
CO:2026:HB1129,CO,Colorado,HB 1129,House,Gas Utility Service,bill,in_committee,dead,,,,,2026-02-19,1,legiscan,5900000,0,0,,137,
CO:2026:HB1130,CO,Colorado,HB 1130,House,Public Restroom Baby Diaper Changing Station,bill,in_committee,dead,,,,,2026-05-05,1,legiscan,5900000,0,0,,62,
CO:2026:HB1131,CO,Colorado,HB 1131,House,Custody of Pet Animals,bill,in_committee,dead,,,,,2026-05-14,1,legiscan,5900000,0,0,,53,
CO:2026:HB1132,CO,Colorado,HB 1132,House,Practices to Support Pollinators,bill,enacted,enacted,,,,,2026-05-26,1,legiscan,5900000,1,1,,41,
CO:2026:HB1133,CO,Colorado,HB 1133,House,Traveling Animal Protection Act Environmental Education Program,bill,enacted,enacted,,,,,2026-04-23,1,legiscan,5900000,1,1,,74,
CO:2026:HB1134,CO,Colorado,HB 1134,House,Fairness &amp; Transparency in Municipal Court,bill,enacted,enacted,,,,,2026-04-27,1,legiscan,5900000,1,1,,70,
CO:2026:HB1135,CO,Colorado,HB 1135,House,Transparency of Chemicals Used in Hair Products,bill,enacted,enacted,,,,,2026-05-29,1,legiscan,5900000,1,1,,38,
CO:2026:HB1136,CO,Colorado,HB 1136,House,Create Department of Personnel Program Pathways to Public Service,bill,enacted,enacted,,,,,2026-04-13,1,legiscan,5900000,1,1,,84,
CO:2026:HB1137,CO,Colorado,HB 1137,House,Requirements for Campaign Consultants,bill,introduced,active,,,,,2026-03-10,1,legiscan,5900000,0,0,,118,
CO:2026:HB1138,CO,Colorado,HB 1138,House,Retail Theft Prevention Program,bill,enacted,enacted,,,,,2026-06-03,1,legiscan,5900000,1,1,,33,
CO:2026:HB1139,CO,Colorado,HB 1139,House,Use of Artificial Intelligence in Health Care,bill,enacted,enacted,,,,,2026-06-02,1,legiscan,5900000,1,1,,34,
CO:2026:HB1140,CO,Colorado,HB 1140,House,Local Government Impact Hearings,bill,introduced,active,,,,,2026-04-29,1,legiscan,5900000,0,0,,68,
CO:2026:HB1141,CO,Colorado,HB 1141,House,Discriminatory Practices in Public Schools,bill,enacted,enacted,,,,,2026-06-01,1,legiscan,5900000,1,1,,35,
CO:2026:HB1142,CO,Colorado,HB 1142,House,Child Advocacy Centers,bill,enacted,enacted,,,,,2026-04-13,1,legiscan,5900000,1,1,,84,
CO:2026:HB1143,CO,Colorado,HB 1143,House,Non-Employment Educational Opportunities Background Check Information,bill,enacted,enacted,,,,,2026-06-03,1,legiscan,5900000,1,1,,33,
CO:2026:HB1144,CO,Colorado,HB 1144,House,Prohibit Three-Dimensional Printing Firearms &amp; Components,bill,enacted,enacted,,,,,2026-05-04,1,legiscan,5900000,1,1,,63,
CO:2026:HB1145,CO,Colorado,HB 1145,House,Mobile Home Park Water Quality,bill,enacted,enacted,,,,,2026-05-04,1,legiscan,5900000,1,1,,63,
CO:2026:HB1146,CO,Colorado,HB 1146,House,Allow Approved Facility Schools Participate in Public Employees' Retirement Association,bill,enacted,enacted,,,,,2026-04-02,1,legiscan,5900000,1,1,,95,
CO:2026:HB1147,CO,Colorado,HB 1147,House,Host Home for People with Intellectual &amp; Developmental Disabilities,bill,enacted,enacted,,,,,2026-06-03,1,legiscan,5900000,1,1,,33,
CO:2026:HB1148,CO,Colorado,HB 1148,House,Protections for Youth on Social Media,bill,in_committee,dead,,,,,2026-04-07,1,legiscan,5900000,0,0,,90,
CO:2026:HB1149,CO,Colorado,HB 1149,House,Legislative Committee Testimony Required Oath,bill,in_committee,dead,,,,,2026-02-19,1,legiscan,5900000,0,0,,137,
CO:2026:HB1150,CO,Colorado,HB 1150,House,Department of Agriculture Supplemental,bill,enacted,enacted,,,,,2026-02-27,1,legiscan,5900000,1,1,,129,
CO:2026:HB1151,CO,Colorado,HB 1151,House,Department of Corrections Supplemental,bill,enacted,enacted,,,,,2026-02-27,1,legiscan,5900000,1,1,,129,
CO:2026:HB1152,CO,Colorado,HB 1152,House,Department of Early Childhood Supplemental,bill,enacted,enacted,,,,,2026-03-12,1,legiscan,5900000,1,1,,116,
CO:2026:HB1153,CO,Colorado,HB 1153,House,Department of Education Supplemental,bill,enacted,enacted,,,,,2026-03-12,1,legiscan,5900000,1,1,,116,
CO:2026:HB1154,CO,Colorado,HB 1154,House,"Department of Governor, Lt. Governor, and Office of State Planning &amp; Budgeting Supplemental",bill,enacted,enacted,,,,,2026-03-12,1,legiscan,5900000,1,1,,116,
CO:2026:HB1155,CO,Colorado,HB 1155,House,Department of Health Care Policy &amp; Financing Supplemental,bill,enacted,enacted,,,,,2026-02-27,1,legiscan,5900000,1,1,,129,
CO:2026:HB1156,CO,Colorado,HB 1156,House,Department of Higher Education Supplemental,bill,enacted,enacted,,,,,2026-03-12,1,legiscan,5900000,1,1,,116,
CO:2026:HB1157,CO,Colorado,HB 1157,House,Department of Human Services Supplemental,bill,enacted,enacted,,,,,2026-03-12,1,legiscan,5900000,1,1,,116,
CO:2026:HB1158,CO,Colorado,HB 1158,House,Judicial Department Supplemental,bill,enacted,enacted,,,,,2026-03-12,1,legiscan,5900000,1,1,,116,
