bill_uid,state_code,state,identifier,chamber,title,classification,furthest_stage,lifecycle_state,primary_sponsor,primary_sponsor_party,subjects,first_action_date,latest_action_date,source_count,sources,state_population,is_enacted,reached_passed_chamber,days_active,days_since_last_action,primary_topic
MO:2026:HB2173,MO,Missouri,HB 2173,House,Modifies provisions relating to income tax on tips,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2174,MO,Missouri,HB 2174,House,Limits criminal or civil liability when a person flees an unlawful or a riotous assemblage while in a motor vehicle,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2175,MO,Missouri,HB 2175,House,Voids any contracts or court decisions that rely on foreign or Shari'a law,bill,introduced,active,,,,,2026-03-31,1,legiscan,6200000,0,0,,97,
MO:2026:HB2176,MO,Missouri,HB 2176,House,Modifies provisions relating to public safety,bill,introduced,active,,,,,2026-03-05,1,legiscan,6200000,0,0,,123,
MO:2026:HB2177,MO,Missouri,HB 2177,House,Modifies provisions relating to victims eligible to receive certain compensation,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2178,MO,Missouri,HB 2178,House,Modifies provisions governing the taxation of property,bill,passed_chamber,active,,,,,2026-05-07,1,legiscan,6200000,0,1,,60,
MO:2026:HB2179,MO,Missouri,HB 2179,House,Modifies the process by which public notice is required to be published in charter counties,bill,introduced,active,,,,,2026-04-13,1,legiscan,6200000,0,0,,84,
MO:2026:HB2180,MO,Missouri,HB 2180,House,Modifies provisions relating to mail sent by state agencies,bill,enacted,enacted,,,,,2026-05-06,1,legiscan,6200000,1,1,,61,
MO:2026:HB2181,MO,Missouri,HB 2181,House,Modifies provisions governing candidate filing location for nonpartisan elections,bill,introduced,active,,,,,2026-01-15,1,legiscan,6200000,0,0,,172,
MO:2026:HB2182,MO,Missouri,HB 2182,House,Modifies the statute of limitations for personal injury claims from 5 years to 2 years,bill,introduced,active,,,,,2026-02-25,1,legiscan,6200000,0,0,,131,
MO:2026:HB2183,MO,Missouri,HB 2183,House,Bans using seclusion to confine a student,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2184,MO,Missouri,HB 2184,House,Prohibits noncompete clauses in physician employment contracts,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2185,MO,Missouri,HB 2185,House,Modifies provisions governing qualified students who receive Missouri Empowerment Scholarship Accounts Program grants,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2186,MO,Missouri,HB 2186,House,Modifies provisions relating to trial procedures for murder in the first degree,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2187,MO,Missouri,HB 2187,House,Specifies that the seller of ammunition must verify the age of the purchaser,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2188,MO,Missouri,HB 2188,House,"Establishes the ""Marilyn Teitelbaum Death with Dignity Act""",bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2189,MO,Missouri,HB 2189,House,Establishes a five-year motor vehicle registration option for motor vehicles with a model year of manufacture that is less than six years old,bill,passed_chamber,active,,,,,2026-03-12,1,legiscan,6200000,0,1,,116,
MO:2026:HB2190,MO,Missouri,HB 2190,House,Establishes provisions relating to summer camps,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2191,MO,Missouri,HB 2191,House,Requires the use of an ignition interlock devices for persons who are found guilty of an intoxication-related traffic offense,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2192,MO,Missouri,HB 2192,House,Promotes DEI initiatives in public institutions,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2193,MO,Missouri,HB 2193,House,Creates extreme risk orders of protection,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2194,MO,Missouri,HB 2194,House,Modifies provisions relating to epinephrine delivery devices,bill,introduced,active,,,,,2026-02-05,1,legiscan,6200000,0,0,,151,
MO:2026:HB2195,MO,Missouri,HB 2195,House,"Establishes the ""Missouri Integrated Safe Driving Program""",bill,introduced,active,,,,,2026-04-29,1,legiscan,6200000,0,0,,68,
MO:2026:HB2196,MO,Missouri,HB 2196,House,"Modifies the ""Show MO Act"" tax credit caps for qualified motion media production projects",bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2197,MO,Missouri,HB 2197,House,Modifies provisions governing school administrator evaluations and contracts,bill,introduced,active,,,,,2026-04-16,1,legiscan,6200000,0,0,,81,
MO:2026:HB2198,MO,Missouri,HB 2198,House,Modifies provisions relating to lump sum payment options for certain public employee retirement benefit plans,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2199,MO,Missouri,HB 2199,House,Establishes the Missouri music professional development pilot program,bill,introduced,active,,,,,2026-04-09,1,legiscan,6200000,0,0,,88,
MO:2026:HB2200,MO,Missouri,HB 2200,House,Modifies the homestead amount to be exempt from execution and attachment,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2201,MO,Missouri,HB 2201,House,Modifies the offense of filing false documents,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2202,MO,Missouri,HB 2202,House,Modifies provisions governing permits for hunting and fishing,bill,introduced,active,,,,,2026-02-23,1,legiscan,6200000,0,0,,133,
MO:2026:HB2203,MO,Missouri,HB 2203,House,Establishes requirements for physical copies of a municipal code a municipal clerk keeps on file,bill,in_committee,active,Don Mayhew,Republican,"CITIES, TOWNS, AND VILLAGES|POLITICAL SUBDIVISIONS|PUBLIC OFFICERS|PUBLIC RECORDS, PUBLIC MEETINGS",2025-12-05,2026-05-15,2,"legiscan,openstates",6200000,0,0,161.0,52,"CITIES, TOWNS, AND VILLAGES"
MO:2026:HB2204,MO,Missouri,HB 2204,House,Creates provisions requiring the reporting of expenditures with intent to influence public opinion,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2205,MO,Missouri,HB 2205,House,Modifies provisions relating to income tax on retirement income from private and public sources,bill,introduced,active,,,,,2026-03-31,1,legiscan,6200000,0,0,,97,
MO:2026:HB2206,MO,Missouri,HB 2206,House,Modifies practices and standards in regards to certain commercial practices,bill,introduced,active,,,,,2026-04-14,1,legiscan,6200000,0,0,,83,
MO:2026:HB2207,MO,Missouri,HB 2207,House,Creates provisions for electrical choice and competition,bill,introduced,dead,,,,,2026-04-08,1,legiscan,6200000,0,0,,89,
MO:2026:HB2208,MO,Missouri,HB 2208,House,Establishes provisions relating to autonomous vehicles,bill,introduced,active,,,,,2026-01-21,1,legiscan,6200000,0,0,,166,
MO:2026:HB2209,MO,Missouri,HB 2209,House,Modifies provisions governing civics instruction in schools,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2210,MO,Missouri,HB 2210,House,Establishes a fund for matching school district expenditures of reserve moneys to increase teacher salaries,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2211,MO,Missouri,HB 2211,House,Enacts provisions governing development of the workforce,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2212,MO,Missouri,HB 2212,House,"Creates the"" U.S. Grant Heritage Area"" in Missouri",bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2213,MO,Missouri,HB 2213,House,"Designates April 27th each year as ""Ulysses S. Grant Day"" in Missouri",bill,introduced,active,,,,,2026-04-22,1,legiscan,6200000,0,0,,75,
MO:2026:HB2214,MO,Missouri,HB 2214,House,Modifies tax incentives for qualified companies to promote industrial manufacturing and infrastructure projects,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2215,MO,Missouri,HB 2215,House,Authorizes an income tax deduction for amounts paid towards tangible personal property taxes,bill,introduced,active,,,,,2026-01-20,1,legiscan,6200000,0,0,,167,
MO:2026:HB2216,MO,Missouri,HB 2216,House,"Establishes the ""Missouri Gives Tax Credit Act"", authorizing tax credits for certain contributions to permanent endowment funds held by qualified community foundations",bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2217,MO,Missouri,HB 2217,House,Establishes transparency requirements for textbooks and curricula,bill,introduced,active,,,,,2026-01-08,1,legiscan,6200000,0,0,,179,
MO:2026:HB2218,MO,Missouri,HB 2218,House,Changes the law regarding the power of certain cities to annex areas from within two miles of the city's existing boundary to four miles,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2219,MO,Missouri,HB 2219,House,"Designates the ""James Thompson Highway"" in Ralls County",bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2220,MO,Missouri,HB 2220,House,Enacts provisions relating to the department of transportation's fiber network,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2221,MO,Missouri,HB 2221,House,Requires the department of transportation to prioritize federal priority corridors in the statewide transportation improvement program (STIP) and requires any changes to the STIP to be approved by the joint committee on administrative rules,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2222,MO,Missouri,HB 2222,House,"Modifies laws regarding the composition of the "" highways and transportation commission""",bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2223,MO,Missouri,HB 2223,House,Establishes an administrative process for review by the administrative hearing commission of items in the statewide transportation improvement program (STIP),bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2224,MO,Missouri,HB 2224,House,Establishes the Missouri Advisory Boards and Commissions Association,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2225,MO,Missouri,HB 2225,House,Modifies provisions relating to task forces,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2226,MO,Missouri,HB 2226,House,Adds required staff hours to implement a new program to the list of required components of a fiscal note,bill,introduced,active,,,,,2026-02-05,1,legiscan,6200000,0,0,,151,
MO:2026:HB2227,MO,Missouri,HB 2227,House,Requires all state departments to report the cost of complying with federal regulations to the department of economic development,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2228,MO,Missouri,HB 2228,House,Requires an audit of all state departments every four years,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2229,MO,Missouri,HB 2229,House,"Authorizes the ""Missouri No Tax on Car Loan Interest Tax Credit"", relating to a tax credit for certain new motor vehicle loan interest payments",bill,introduced,dead,,,,,2026-01-02,1,legiscan,6200000,0,0,,185,
MO:2026:HB2230,MO,Missouri,HB 2230,House,Establishes provisions relating to instructional methods in schools,bill,passed_chamber,active,,,,,2026-05-07,1,legiscan,6200000,0,1,,60,
MO:2026:HB2231,MO,Missouri,HB 2231,House,Establishes requirements for dual diagnosis treatment centers,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2232,MO,Missouri,HB 2232,House,"Requires the Air Conservation Commission to terminate by January 1, 2028, the operation of any motor vehicle emissions inspection program established under the Air Quality Attainment Act",bill,introduced,active,,,,,2026-02-12,1,legiscan,6200000,0,0,,144,
MO:2026:HB2233,MO,Missouri,HB 2233,House,Creates provisions for electrical choice and competition,bill,introduced,dead,,,,,2026-04-08,1,legiscan,6200000,0,0,,89,
MO:2026:HB2234,MO,Missouri,HB 2234,House,Requires counties to report and transfer unclaimed surplus proceeds from real property tax sales to the unclaimed property division of the state treasurer after 3 years,bill,introduced,active,,,,,2026-04-29,1,legiscan,6200000,0,0,,68,
MO:2026:HB2235,MO,Missouri,HB 2235,House,Establishes provisions relating to obtaining loans with a quitclaim deed,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2236,MO,Missouri,HB 2236,House,Creates provisions relating to access to fertility treatment,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2237,MO,Missouri,HB 2237,House,Modifies provisions relating to civilian review boards,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2238,MO,Missouri,HB 2238,House,"Creates the ""Hayes Act"" governing school meals",bill,in_committee,active,Marty Joe Murray,Democrat,"CHILDREN AND MINORS|EDUCATION, ELEMENTARY AND SECONDARY|ELEMENTARY AND SECONDARY EDUCATION, DEPT. OF|FOOD",2025-12-08,2026-05-15,2,"legiscan,openstates",6200000,0,0,158.0,52,CHILDREN AND MINORS
MO:2026:HB2239,MO,Missouri,HB 2239,House,Creates the Artificial Intelligence Data Center Environmental Accountability Act,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2240,MO,Missouri,HB 2240,House,Establishes certain requirements relating to the operation of autonomous vehicles,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2241,MO,Missouri,HB 2241,House,Establishes a registration process for certain children's homes,bill,introduced,active,,,,,2026-02-25,1,legiscan,6200000,0,0,,131,
MO:2026:HB2242,MO,Missouri,HB 2242,House,Provides a state supplement for public schools to hire a school nurse and a mental health professional,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2243,MO,Missouri,HB 2243,House,Modifies provisions relating to local sales tax exemptions,bill,introduced,active,,,,,2026-05-14,1,legiscan,6200000,0,0,,53,
MO:2026:HB2244,MO,Missouri,HB 2244,House,Provides for the distribution of certain moneys for a memorial or museum dedicated to veterans in Perry County,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2245,MO,Missouri,HB 2245,House,Requires a state agency to repeal two existing rules before enacting a new one,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2246,MO,Missouri,HB 2246,House,Requires drivers to stop at railroad crossings for any on-track equipment in addition to trains,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2247,MO,Missouri,HB 2247,House,Reduces and eliminates the personal income tax over a period of 10 years,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2248,MO,Missouri,HB 2248,House,Modifies provisions for utility growth projects,bill,introduced,active,,,,,2026-04-15,1,legiscan,6200000,0,0,,82,
MO:2026:HB2249,MO,Missouri,HB 2249,House,Establishes provisions relating to allergy prevention and responses in child care facilities,bill,introduced,active,,,,,2026-02-12,1,legiscan,6200000,0,0,,144,
MO:2026:HB2250,MO,Missouri,HB 2250,House,Creates provisions relating to insurance coverage for damage to siding on real property,bill,introduced,active,,,,,2026-04-22,1,legiscan,6200000,0,0,,75,
MO:2026:HB2251,MO,Missouri,HB 2251,House,"Establishes the ""Missouri Free School Meals Program"" to reimburse schools for providing free breakfasts and lunches to all students",bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2252,MO,Missouri,HB 2252,House,"Establishes the ""Missouri Teachers Classroom Supply Assistance Program""",bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2253,MO,Missouri,HB 2253,House,Exempts the retail sale of food from state sales and use tax,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2254,MO,Missouri,HB 2254,House,Establishes provisions relating to postconviction relief to set aside a sentence of death,bill,introduced,active,,,,,2026-04-21,1,legiscan,6200000,0,0,,76,
MO:2026:HB2255,MO,Missouri,HB 2255,House,Modifies provisions relating to expert witnesses,bill,introduced,active,,,,,2026-04-08,1,legiscan,6200000,0,0,,89,
MO:2026:HB2256,MO,Missouri,HB 2256,House,Modifies provisions relating to minimum prison terms,bill,introduced,active,,,,,2026-03-09,1,legiscan,6200000,0,0,,119,
MO:2026:HB2257,MO,Missouri,HB 2257,House,Changes the laws regarding consumer products so that certain individuals and businesses have a right to repair information from certain manufacturers,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2258,MO,Missouri,HB 2258,House,Modifies provisions relating to the recreation sales tax for certain counties,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2259,MO,Missouri,HB 2259,House,Modifies provisions relating to trial procedures for murder in the first degree,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2260,MO,Missouri,HB 2260,House,Creates provisions relating to pharmacists' authority to dispense insulin,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2261,MO,Missouri,HB 2261,House,Modifies the offense of littering,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2262,MO,Missouri,HB 2262,House,Creates provisions relating to perinatal care,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2263,MO,Missouri,HB 2263,House,Creates provisions that allow for transfer of utility service to a spouse of the account holder without additional fees under certain circumstances,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2264,MO,Missouri,HB 2264,House,"Designates March 16th of each year as ""Election Judges and Poll Workers Appreciation Day"" in Missouri",bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2265,MO,Missouri,HB 2265,House,Changes the law regarding firearm concealed carry permits,bill,introduced,active,,,,,2026-01-08,1,legiscan,6200000,0,0,,179,
MO:2026:HB2266,MO,Missouri,HB 2266,House,Modifies provisions relating to unlawful use of weapons,bill,introduced,active,,,,,2026-04-09,1,legiscan,6200000,0,0,,88,
MO:2026:HB2267,MO,Missouri,HB 2267,House,"Repeals the ""Missouri Economic Diversification and Afforestation Act of 1990""",bill,introduced,active,,,,,2026-05-07,1,legiscan,6200000,0,0,,60,
MO:2026:HB2268,MO,Missouri,HB 2268,House,"Creates the ""Missouri GIS Advisory Council""",bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2269,MO,Missouri,HB 2269,House,Modifies certain requirements for safety standards,bill,introduced,active,,,,,2026-04-29,1,legiscan,6200000,0,0,,68,
MO:2026:HB2270,MO,Missouri,HB 2270,House,Creates new provisions regarding the discharge of foam fire suppressants,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2271,MO,Missouri,HB 2271,House,Prohibits commercial services that provide a user with work submitted for educational credit in the user's name,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2272,MO,Missouri,HB 2272,House,Modifies provisions governing certificates of license to teach,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2273,MO,Missouri,HB 2273,House,Modifies and establishes provisions relating to the protection of children and vulnerable persons,bill,enacted,enacted,,,,,2026-04-07,1,legiscan,6200000,1,1,,90,
MO:2026:HB2274,MO,Missouri,HB 2274,House,"Adopts the ""Interstate Teacher Mobility Compact""",bill,passed_chamber,active,,,,,2026-03-12,1,legiscan,6200000,0,1,,116,
MO:2026:HB2275,MO,Missouri,HB 2275,House,Adds penalties for violations of provisions relating to compassionate care visits in health care facilities,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2276,MO,Missouri,HB 2276,House,"Authorizes the ""Missouri Disabled Veterans Homestead Exemption"" relating to a property tax exemption for certain veterans",bill,introduced,active,,,,,2026-04-01,1,legiscan,6200000,0,0,,96,
MO:2026:HB2277,MO,Missouri,HB 2277,House,"Changes the laws regarding the foreign ownership of real property, with a penalty provision",bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2278,MO,Missouri,HB 2278,House,"Establishes the ""Interscholastic Athletic Activities Appeals Board"" within the department of elementary and secondary education to hear appeals after the activities association appeals process has been exhausted",bill,introduced,active,,,,,2026-04-14,1,legiscan,6200000,0,0,,83,
MO:2026:HB2279,MO,Missouri,HB 2279,House,Creates provisions relating to cost-sharing under health benefit plans,bill,introduced,active,,,,,2026-02-12,1,legiscan,6200000,0,0,,144,
MO:2026:HB2280,MO,Missouri,HB 2280,House,"Modifies the list of duties for the state surveyor and authorizes the Department of Agriculture to enter into contracts to complete the work by December 31, 2046.",bill,introduced,active,,,,,2026-03-24,1,legiscan,6200000,0,0,,104,
MO:2026:HB2281,MO,Missouri,HB 2281,House,Modifies fees for recording or copying certain documents presented for recording,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2282,MO,Missouri,HB 2282,House,"Establishes the ""Seventh Amendment Preservation Act""",bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2283,MO,Missouri,HB 2283,House,Allows certain medications in multidose containers used by a patient during a hospital stay to be sent with the patient at discharge,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2284,MO,Missouri,HB 2284,House,Prohibits fire protection district boards from enacting ordinances that subject agriculture buildings to certain fire safety requirements,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2285,MO,Missouri,HB 2285,House,Provides for mandatory severance for employees terminated in certain layoffs,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2286,MO,Missouri,HB 2286,House,Prohibits governmental entities from granting legal personhood to a variety of objects,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2287,MO,Missouri,HB 2287,House,Modifies provisions relating to prescriptive authority for advanced practice registered nurses and physician assistants,bill,introduced,active,,,,,2026-04-14,1,legiscan,6200000,0,0,,83,
MO:2026:HB2288,MO,Missouri,HB 2288,House,Modifies setback distances for certain areas in regards to solid waste disposal,bill,introduced,active,,,,,2026-03-05,1,legiscan,6200000,0,0,,123,
MO:2026:HB2289,MO,Missouri,HB 2289,House,Creates the real estate fund,bill,introduced,active,,,,,2026-03-05,1,legiscan,6200000,0,0,,123,
MO:2026:HB2290,MO,Missouri,HB 2290,House,Designates the city of Marshfield as the location of the official state cherry blossom festival,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2291,MO,Missouri,HB 2291,House,Creates provisions relating to approval by political subdivisions of certain requests for developments or improvements of property,bill,introduced,active,,,,,2026-04-23,1,legiscan,6200000,0,0,,74,
MO:2026:HB2292,MO,Missouri,HB 2292,House,"Modifies provisions relating to abuse and neglect reporting, including a requirement to report companion animal abuse",bill,passed_chamber,active,Holly Jones,Republican,,2025-12-09,2026-05-28,2,"legiscan,openstates",6200000,0,1,170.0,39,
MO:2026:HB2293,MO,Missouri,HB 2293,House,Creates provisions relating to over-the-counter medications,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2294,MO,Missouri,HB 2294,House,"Creates the ""Born-Alive Abortion Survivors Protection Act""",bill,introduced,active,,,,,2026-01-27,1,legiscan,6200000,0,0,,160,
MO:2026:HB2295,MO,Missouri,HB 2295,House,Modifies provisions relating to tax credits,bill,introduced,dead,,,,,2026-01-07,1,legiscan,6200000,0,0,,180,
MO:2026:HB2296,MO,Missouri,HB 2296,House,Creates provisions relating to insurance coverage of alternatives to opioid drugs,bill,introduced,active,,,,,2026-01-29,1,legiscan,6200000,0,0,,158,
MO:2026:HB2297,MO,Missouri,HB 2297,House,Allows real property owners building a fence to enter an adjoining property up to 10 feet without liability for trespassing,bill,passed_chamber,active,,,,,2026-04-30,1,legiscan,6200000,0,1,,67,
MO:2026:HB2298,MO,Missouri,HB 2298,House,Removes the exemption for electric cooperatives in eminent domain proceedings,bill,introduced,active,,,,,2026-02-25,1,legiscan,6200000,0,0,,131,
MO:2026:HB2299,MO,Missouri,HB 2299,House,Modifies qualifications for public office,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2300,MO,Missouri,HB 2300,House,Creates provisions relating to professional licensing,bill,introduced,active,,,,,2026-04-09,1,legiscan,6200000,0,0,,88,
MO:2026:HB2301,MO,Missouri,HB 2301,House,Modifies the definition of committee for campaign contribution requirements,bill,introduced,active,,,,,2026-03-11,1,legiscan,6200000,0,0,,117,
MO:2026:HB2302,MO,Missouri,HB 2302,House,Requires the department of corrections to provide certain services to inmates prior to their release from the department,bill,passed_chamber,active,,,,,2026-04-22,1,legiscan,6200000,0,1,,75,
MO:2026:HB2303,MO,Missouri,HB 2303,House,Requires the department of elementary and secondary education to develop a curriculum on personal finance to be used by school districts,bill,introduced,active,,,,,2026-04-09,1,legiscan,6200000,0,0,,88,
MO:2026:HB2304,MO,Missouri,HB 2304,House,Establishes written parental consent requirements for individualized education programs (IEPs),bill,introduced,active,,,,,2026-04-27,1,legiscan,6200000,0,0,,70,
MO:2026:HB2305,MO,Missouri,HB 2305,House,Establishes provisions governing electronic bid procurement systems used by political subdivisions,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2306,MO,Missouri,HB 2306,House,"Authorizes the ""Missouri Disabled Veterans' Homestead Exemption"" relating to a disabled veteran residential real property assessed value exemption",bill,introduced,active,,,,,2026-04-01,1,legiscan,6200000,0,0,,96,
MO:2026:HB2307,MO,Missouri,HB 2307,House,Designates the Missouri Military Academy as the official military academy of the state of Missouri,bill,introduced,active,,,,,2026-03-12,1,legiscan,6200000,0,0,,116,
MO:2026:HB2308,MO,Missouri,HB 2308,House,Establishes provisions relating to the ordering of additional parenting time when court-ordered parenting time has been denied,bill,introduced,active,,,,,2026-01-28,1,legiscan,6200000,0,0,,159,
MO:2026:HB2309,MO,Missouri,HB 2309,House,"Establishes the ""End Organ Harvesting Act of 2026""",bill,introduced,active,,,,,2026-05-14,1,legiscan,6200000,0,0,,53,
MO:2026:HB2310,MO,Missouri,HB 2310,House,Increases the maximum hold time for a person who has been arrested,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2311,MO,Missouri,HB 2311,House,Modifies provisions relating to the sexual offender registry,bill,introduced,active,,,,,2026-02-17,1,legiscan,6200000,0,0,,139,
MO:2026:HB2312,MO,Missouri,HB 2312,House,"Establishes the ""Act Against Abusive Website Access Litigation""",bill,introduced,active,,,,,2026-01-22,1,legiscan,6200000,0,0,,165,
MO:2026:HB2313,MO,Missouri,HB 2313,House,"Prohibits the use of fetal organs or tissue resulting from elective abortions for medical, scientific, research, experimental, or therapeutic purposes or any other use",bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2314,MO,Missouri,HB 2314,House,Creates provisions relating to unlawful discrimination in places of public accommodation,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2315,MO,Missouri,HB 2315,House,Enacts various provisions relating to suspicious deaths where there is a history of domestic violence,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2316,MO,Missouri,HB 2316,House,Prohibits possession of machine-gun conversion devices,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
MO:2026:HB2317,MO,Missouri,HB 2317,House,Requires the observation of Black History Month in school districts,bill,introduced,active,,,,,2026-05-15,1,legiscan,6200000,0,0,,52,
